"date","segment","units","net_sales_eur"
2024-07-11,"Chassis NVH",9974,242824.26
2024-07-11,"Hoses & Bellows",14491,218909.01
2024-07-11,"Other Automotive",9968,91244.14
2024-07-11,"Powertrain Mounts",4310,251123.77
2024-07-11,"Sealing",74669,243314.36
2024-07-12,"Cable Protection",20388,133137.23
2024-07-12,"Chassis NVH",8347,198073.02
2024-07-12,"Hoses & Bellows",13300,204686.91
2024-07-12,"Other Automotive",9027,81317.99
2024-07-12,"Powertrain Mounts",3975,228927.95
2024-07-12,"Sealing",71655,225115.55
2024-07-13,"Cable Protection",3471,22390.83
2024-07-13,"Chassis NVH",3102,71873.56
2024-07-13,"Hoses & Bellows",4759,72702.4
2024-07-13,"Other Automotive",2619,23078.48
2024-07-13,"Powertrain Mounts",1274,73698.49
2024-07-13,"Sealing",17164,53997.17
2024-07-14,"Cable Protection",2124,13724.46
2024-07-14,"Chassis NVH",2691,64241.51
2024-07-14,"Hoses & Bellows",3518,53907.92
2024-07-14,"Other Automotive",1771,15690
2024-07-14,"Powertrain Mounts",937,54132.39
2024-07-14,"Sealing",11169,36516.37
2024-07-15,"Cable Protection",17645,113761.48
2024-07-15,"Chassis NVH",9721,238499.2
2024-07-15,"Hoses & Bellows",12118,179239.42
2024-07-15,"Other Automotive",9674,86715.13
2024-07-15,"Powertrain Mounts",4004,231697.95
2024-07-15,"Sealing",72368,228261.49
2024-07-16,"Cable Protection",19365,124538.12
2024-07-16,"Chassis NVH",10263,258396.4
2024-07-16,"Hoses & Bellows",13060,200040.98
2024-07-16,"Other Automotive",10359,94138.56
2024-07-16,"Powertrain Mounts",4358,257311.66
2024-07-16,"Sealing",73133,233279.93
2024-07-17,"Cable Protection",19432,130211.76
2024-07-17,"Chassis NVH",10597,252201.97
2024-07-17,"Hoses & Bellows",13538,203203.03
2024-07-17,"Other Automotive",10259,91693.34
2024-07-17,"Powertrain Mounts",4118,245601.02
2024-07-17,"Sealing",72652,236017.39
2024-07-18,"Cable Protection",18208,121141.2
2024-07-18,"Chassis NVH",10535,255497.2
2024-07-18,"Hoses & Bellows",12487,186603.79
2024-07-18,"Other Automotive",9250,84887.12
2024-07-18,"Powertrain Mounts",4109,235250.43
2024-07-18,"Sealing",69178,227572.76
2024-07-19,"Cable Protection",17010,108416.02
2024-07-19,"Chassis NVH",9743,230518.09
2024-07-19,"Hoses & Bellows",12000,180504.34
2024-07-19,"Other Automotive",8716,79785.18
2024-07-19,"Powertrain Mounts",3809,214663.72
2024-07-19,"Sealing",64598,202255.74
2024-07-20,"Cable Protection",2823,18859.35
2024-07-20,"Chassis NVH",2901,71682.77
2024-07-20,"Hoses & Bellows",3801,57407.45
2024-07-20,"Other Automotive",2015,17996.85
2024-07-20,"Powertrain Mounts",1085,61799.58
2024-07-20,"Sealing",12393,39121.41
2024-07-21,"Cable Protection",1913,12062.86
2024-07-21,"Chassis NVH",2360,54944.52
2024-07-21,"Hoses & Bellows",3272,49289.93
2024-07-21,"Other Automotive",1601,14432.84
2024-07-21,"Powertrain Mounts",990,57132.71
2024-07-21,"Sealing",9913,31891.37
2024-07-22,"Cable Protection",12944,84804.18
2024-07-22,"Chassis NVH",6203,145756.21
2024-07-22,"Hoses & Bellows",9162,136615.91
2024-07-22,"Other Automotive",6046,53200.76
2024-07-22,"Powertrain Mounts",2922,168088.92
2024-07-22,"Sealing",45432,145814.91
2024-07-23,"Cable Protection",13027,83037.8
2024-07-23,"Chassis NVH",6564,160757.79
2024-07-23,"Hoses & Bellows",9662,143671.17
2024-07-23,"Other Automotive",6430,57985.32
2024-07-23,"Powertrain Mounts",3063,177308.1
2024-07-23,"Sealing",48806,154510.55
2024-07-24,"Cable Protection",13616,90424.6
2024-07-24,"Chassis NVH",6034,143702.74
2024-07-24,"Hoses & Bellows",10157,153293.89
2024-07-24,"Other Automotive",6476,57678.92
2024-07-24,"Powertrain Mounts",2769,163510.39
2024-07-24,"Sealing",47352,151286.03
2024-07-25,"Cable Protection",12765,83247.56
2024-07-25,"Chassis NVH",6759,163696.95
2024-07-25,"Hoses & Bellows",9644,143752.12
2024-07-25,"Other Automotive",6950,62981.45
2024-07-25,"Powertrain Mounts",2782,162276.08
2024-07-25,"Sealing",42826,135872.67
2024-07-26,"Cable Protection",11401,75940.75
2024-07-26,"Chassis NVH",6156,143092.92
2024-07-26,"Hoses & Bellows",8750,132226.48
2024-07-26,"Other Automotive",5783,51764.66
2024-07-26,"Powertrain Mounts",2689,153560.63
2024-07-26,"Sealing",46129,147790.77
2024-07-27,"Cable Protection",2997,19580.92
2024-07-27,"Chassis NVH",2679,62169.75
2024-07-27,"Hoses & Bellows",3881,57671.1
2024-07-27,"Other Automotive",2191,20205.95
2024-07-27,"Powertrain Mounts",1126,65459.47
2024-07-27,"Sealing",13920,46829.21
2024-07-28,"Cable Protection",2025,13473.9
2024-07-28,"Chassis NVH",2317,56089.43
2024-07-28,"Hoses & Bellows",3500,54144.75
2024-07-28,"Other Automotive",1716,15036.39
2024-07-28,"Powertrain Mounts",887,51403.39
2024-07-28,"Sealing",10661,34171.55
2024-07-29,"Cable Protection",11976,77905.35
2024-07-29,"Chassis NVH",6091,145028.48
2024-07-29,"Hoses & Bellows",9341,140541.02
2024-07-29,"Other Automotive",6585,59211.82
2024-07-29,"Powertrain Mounts",2753,155393.93
2024-07-29,"Sealing",46448,146725.4
2024-07-30,"Cable Protection",12198,77399.59
2024-07-30,"Chassis NVH",5978,144166.02
2024-07-30,"Hoses & Bellows",9770,150251.99
2024-07-30,"Other Automotive",6290,55251.18
2024-07-30,"Powertrain Mounts",3065,176076.06
2024-07-30,"Sealing",45162,141977.51
2024-07-31,"Cable Protection",12248,79640.55
2024-07-31,"Chassis NVH",6636,159118.15
2024-07-31,"Hoses & Bellows",9315,138412.4
2024-07-31,"Other Automotive",6686,59847.27
2024-07-31,"Powertrain Mounts",2940,169061.39
2024-07-31,"Sealing",44740,144991.71
2024-08-01,"Cable Protection",13179,89234.37
2024-08-01,"Chassis NVH",6745,163788.24
2024-08-01,"Hoses & Bellows",8432,130463.19
2024-08-01,"Other Automotive",6814,60029.21
2024-08-01,"Powertrain Mounts",2760,154551.24
2024-08-01,"Sealing",39601,127405.92
2024-08-02,"Cable Protection",12013,76690.55
2024-08-02,"Chassis NVH",6038,142381.18
2024-08-02,"Hoses & Bellows",7298,110675.23
2024-08-02,"Other Automotive",5806,52544.56
2024-08-02,"Powertrain Mounts",2473,146827.92
2024-08-02,"Sealing",38355,117435.02
2024-08-03,"Cable Protection",3107,20764.41
2024-08-03,"Chassis NVH",2795,65507.01
2024-08-03,"Hoses & Bellows",3665,53666.74
2024-08-03,"Other Automotive",2065,18502.88
2024-08-03,"Powertrain Mounts",988,59154.91
2024-08-03,"Sealing",11898,38380.73
2024-08-04,"Cable Protection",2096,13394.46
2024-08-04,"Chassis NVH",2264,53266.65
2024-08-04,"Hoses & Bellows",3130,47710.67
2024-08-04,"Other Automotive",1829,16221.97
2024-08-04,"Powertrain Mounts",831,46163.46
2024-08-04,"Sealing",9565,29981.24
2024-08-05,"Cable Protection",13283,85553.36
2024-08-05,"Chassis NVH",6873,163927.89
2024-08-05,"Hoses & Bellows",9828,148333.65
2024-08-05,"Other Automotive",6461,56850.68
2024-08-05,"Powertrain Mounts",2656,156197.89
2024-08-05,"Sealing",42748,136224.54
2024-08-06,"Cable Protection",13949,90626.98
2024-08-06,"Chassis NVH",7027,165421.09
2024-08-06,"Hoses & Bellows",10090,154989.73
2024-08-06,"Other Automotive",6505,58013.86
2024-08-06,"Powertrain Mounts",3070,184579.57
2024-08-06,"Sealing",42874,136382.72
2024-08-07,"Cable Protection",13805,90013.47
2024-08-07,"Chassis NVH",6758,165702.61
2024-08-07,"Hoses & Bellows",9461,142050.79
2024-08-07,"Other Automotive",7043,63168.4
2024-08-07,"Powertrain Mounts",2687,153439.25
2024-08-07,"Sealing",49017,158954.18
2024-08-08,"Cable Protection",13187,87249.91
2024-08-08,"Chassis NVH",7123,176652.71
2024-08-08,"Hoses & Bellows",10613,155275.79
2024-08-08,"Other Automotive",7329,63996.98
2024-08-08,"Powertrain Mounts",3027,180361.5
2024-08-08,"Sealing",44389,142586.88
2024-08-09,"Cable Protection",12504,80945.76
2024-08-09,"Chassis NVH",6693,165161.58
2024-08-09,"Hoses & Bellows",8733,127497.97
2024-08-09,"Other Automotive",6412,57327.04
2024-08-09,"Powertrain Mounts",2699,157938.48
2024-08-09,"Sealing",41322,134139.44
2024-08-10,"Cable Protection",2867,18651.48
2024-08-10,"Chassis NVH",2636,63853.95
2024-08-10,"Hoses & Bellows",3606,54515.08
2024-08-10,"Other Automotive",2231,20064.44
2024-08-10,"Powertrain Mounts",1001,58305.59
2024-08-10,"Sealing",11889,38422.93
2024-08-11,"Cable Protection",1780,11665.55
2024-08-11,"Chassis NVH",2248,54037.04
2024-08-11,"Hoses & Bellows",3309,50400.89
2024-08-11,"Other Automotive",1645,15224.94
2024-08-11,"Powertrain Mounts",911,53138.59
2024-08-11,"Sealing",8662,28670
2024-08-12,"Cable Protection",12025,78295.09
2024-08-12,"Chassis NVH",6558,155332.86
2024-08-12,"Hoses & Bellows",9844,145092.53
2024-08-12,"Other Automotive",7251,65832.15
2024-08-12,"Powertrain Mounts",2774,157282.52
2024-08-12,"Sealing",42224,135013.35
2024-08-13,"Cable Protection",13033,83825.03
2024-08-13,"Chassis NVH",7047,169624.87
2024-08-13,"Hoses & Bellows",9735,148453.22
2024-08-13,"Other Automotive",7352,67310.88
2024-08-13,"Powertrain Mounts",2994,168189.48
2024-08-13,"Sealing",43784,139124.83
2024-08-14,"Cable Protection",13045,85067.58
2024-08-14,"Chassis NVH",7358,177280.38
2024-08-14,"Hoses & Bellows",9828,149891.79
2024-08-14,"Other Automotive",7213,65853.31
2024-08-14,"Powertrain Mounts",3094,171753.93
2024-08-14,"Sealing",45698,148841.27
2024-08-15,"Cable Protection",13673,86847.11
2024-08-15,"Chassis NVH",6802,161457.29
2024-08-15,"Hoses & Bellows",9378,142852.57
2024-08-15,"Other Automotive",7142,64323.12
2024-08-15,"Powertrain Mounts",2854,171494.58
2024-08-15,"Sealing",46664,144687.48
2024-08-16,"Cable Protection",18653,117845.67
2024-08-16,"Chassis NVH",9110,210953.36
2024-08-16,"Hoses & Bellows",12392,183481.85
2024-08-16,"Other Automotive",10103,91059.53
2024-08-16,"Powertrain Mounts",3820,216582.86
2024-08-16,"Sealing",59710,196943.1
2024-08-17,"Cable Protection",3497,22995.73
2024-08-17,"Chassis NVH",2933,68725.99
2024-08-17,"Hoses & Bellows",4137,62261.93
2024-08-17,"Other Automotive",2570,22530.09
2024-08-17,"Powertrain Mounts",1221,69949.3
2024-08-17,"Sealing",14391,47277.5
2024-08-18,"Cable Protection",1963,12919.72
2024-08-18,"Chassis NVH",2542,59769.19
2024-08-18,"Hoses & Bellows",3394,49943.63
2024-08-18,"Other Automotive",1740,15504.63
2024-08-18,"Powertrain Mounts",989,59602.39
2024-08-18,"Sealing",9496,30548.11
2024-08-19,"Cable Protection",18461,122467.26
2024-08-19,"Chassis NVH",9653,236713.86
2024-08-19,"Hoses & Bellows",12581,190315.28
2024-08-19,"Other Automotive",10036,89539.33
2024-08-19,"Powertrain Mounts",4163,246458.18
2024-08-19,"Sealing",63794,200138.35
2024-08-20,"Cable Protection",19211,128164.63
2024-08-20,"Chassis NVH",9837,231889.3
2024-08-20,"Hoses & Bellows",13665,200713.24
2024-08-20,"Other Automotive",10719,97814.96
2024-08-20,"Powertrain Mounts",4396,255805.39
2024-08-20,"Sealing",66932,219893.28
2024-08-21,"Cable Protection",21204,136417.28
2024-08-21,"Chassis NVH",9485,230366.09
2024-08-21,"Hoses & Bellows",13473,207239.76
2024-08-21,"Other Automotive",9749,90662
2024-08-21,"Powertrain Mounts",4131,239712.93
2024-08-21,"Sealing",73307,230880.57
2024-08-22,"Cable Protection",20366,136621.91
2024-08-22,"Chassis NVH",10070,240142.7
2024-08-22,"Hoses & Bellows",14393,214193.88
2024-08-22,"Other Automotive",10209,89345.8
2024-08-22,"Powertrain Mounts",4170,239548.75
2024-08-22,"Sealing",66152,208688.79
2024-08-23,"Cable Protection",18779,123302.14
2024-08-23,"Chassis NVH",8962,214880.54
2024-08-23,"Hoses & Bellows",12828,196119.62
2024-08-23,"Other Automotive",9971,91548.32
2024-08-23,"Powertrain Mounts",3948,231160.13
2024-08-23,"Sealing",63253,200202.65
2024-08-24,"Cable Protection",3779,24645.11
2024-08-24,"Chassis NVH",3047,74569.39
2024-08-24,"Hoses & Bellows",4446,66806.51
2024-08-24,"Other Automotive",2775,25035.42
2024-08-24,"Powertrain Mounts",1180,70161.38
2024-08-24,"Sealing",15013,48136.42
2024-08-25,"Cable Protection",1875,12174.52
2024-08-25,"Chassis NVH",2442,60677.41
2024-08-25,"Hoses & Bellows",3247,48807.41
2024-08-25,"Other Automotive",1779,16785.47
2024-08-25,"Powertrain Mounts",893,51822.03
2024-08-25,"Sealing",10073,32401.08
2024-08-26,"Cable Protection",18218,119068.84
2024-08-26,"Chassis NVH",9336,219473.1
2024-08-26,"Hoses & Bellows",12376,191644.48
2024-08-26,"Other Automotive",9838,89806.94
2024-08-26,"Powertrain Mounts",4364,251919.56
2024-08-26,"Sealing",68666,215107.94
2024-08-27,"Cable Protection",19906,129988.52
2024-08-27,"Chassis NVH",9748,232789.87
2024-08-27,"Hoses & Bellows",12890,192841.2
2024-08-27,"Other Automotive",10374,93238.9
2024-08-27,"Powertrain Mounts",4680,275920.78
2024-08-27,"Sealing",76717,260908.4
2024-08-28,"Cable Protection",20316,131538.88
2024-08-28,"Chassis NVH",9376,232751.25
2024-08-28,"Hoses & Bellows",13569,199137.73
2024-08-28,"Other Automotive",10369,93593.87
2024-08-28,"Powertrain Mounts",4440,250839.97
2024-08-28,"Sealing",77799,256153.76
2024-08-29,"Cable Protection",20657,132753.45
2024-08-29,"Chassis NVH",9161,217762.98
2024-08-29,"Hoses & Bellows",12951,188412.19
2024-08-29,"Other Automotive",10095,90650.41
2024-08-29,"Powertrain Mounts",4373,257031.51
2024-08-29,"Sealing",72500,236210.39
2024-08-30,"Cable Protection",19193,124848.92
2024-08-30,"Chassis NVH",8601,204395.19
2024-08-30,"Hoses & Bellows",11806,173909.24
2024-08-30,"Other Automotive",9047,81312.71
2024-08-30,"Powertrain Mounts",3862,225190.06
2024-08-30,"Sealing",63382,195096.75
2024-08-31,"Cable Protection",3836,24483.92
2024-08-31,"Chassis NVH",3058,72479.88
2024-08-31,"Hoses & Bellows",4175,62685.65
2024-08-31,"Other Automotive",2404,21724.71
2024-08-31,"Powertrain Mounts",1207,69380.8
2024-08-31,"Sealing",15316,49372.42
2024-09-01,"Cable Protection",2301,15023.86
2024-09-01,"Chassis NVH",2469,57396.76
2024-09-01,"Hoses & Bellows",3433,52088.45
2024-09-01,"Other Automotive",1794,16035.25
2024-09-01,"Powertrain Mounts",948,54735.55
2024-09-01,"Sealing",10002,32508.39
2024-09-02,"Cable Protection",24581,160277.55
2024-09-02,"Chassis NVH",10987,265226.08
2024-09-02,"Hoses & Bellows",14358,211913.79
2024-09-02,"Other Automotive",11630,104975.23
2024-09-02,"Powertrain Mounts",4202,242003.72
2024-09-02,"Sealing",83513,264356.52
2024-09-03,"Cable Protection",24745,165115.32
2024-09-03,"Chassis NVH",11760,276440.98
2024-09-03,"Hoses & Bellows",14643,226952.68
2024-09-03,"Other Automotive",11152,103043.18
2024-09-03,"Powertrain Mounts",4414,259480.56
2024-09-03,"Sealing",85558,270880.15
2024-09-04,"Cable Protection",23423,150973.43
2024-09-04,"Chassis NVH",11665,283651.55
2024-09-04,"Hoses & Bellows",15054,225536.7
2024-09-04,"Other Automotive",12590,115064.34
2024-09-04,"Powertrain Mounts",4535,260871.21
2024-09-04,"Sealing",92360,294929.77
2024-09-05,"Cable Protection",22924,147860.49
2024-09-05,"Chassis NVH",12078,284663.52
2024-09-05,"Hoses & Bellows",15419,232128.5
2024-09-05,"Other Automotive",12405,113176.2
2024-09-05,"Powertrain Mounts",4374,254883.74
2024-09-05,"Sealing",85116,267570.36
2024-09-06,"Cable Protection",19796,131943.15
2024-09-06,"Chassis NVH",10958,261692.12
2024-09-06,"Hoses & Bellows",13414,203525.28
2024-09-06,"Other Automotive",11075,98177.4
2024-09-06,"Powertrain Mounts",4161,242196.83
2024-09-06,"Sealing",75969,241548.58
2024-09-07,"Cable Protection",3845,25796.39
2024-09-07,"Chassis NVH",3612,85217.21
2024-09-07,"Hoses & Bellows",4531,66187.18
2024-09-07,"Other Automotive",2872,25702.21
2024-09-07,"Powertrain Mounts",1279,72536.9
2024-09-07,"Sealing",16666,53048.5
2024-09-08,"Cable Protection",2120,13720.74
2024-09-08,"Chassis NVH",2510,61187.62
2024-09-08,"Hoses & Bellows",3533,55366.69
2024-09-08,"Other Automotive",1841,16676.35
2024-09-08,"Powertrain Mounts",867,49474.2
2024-09-08,"Sealing",9927,30800.14
2024-09-09,"Cable Protection",22695,146860.24
2024-09-09,"Chassis NVH",10857,258794.68
2024-09-09,"Hoses & Bellows",14588,223533.02
2024-09-09,"Other Automotive",11417,98212.22
2024-09-09,"Powertrain Mounts",4597,268926.83
2024-09-09,"Sealing",80528,255476.66
2024-09-10,"Cable Protection",23840,158636.9
2024-09-10,"Chassis NVH",11514,270943.22
2024-09-10,"Hoses & Bellows",15850,232690.34
2024-09-10,"Other Automotive",11978,109433.88
2024-09-10,"Powertrain Mounts",4836,280434.07
2024-09-10,"Sealing",83911,264816.35
2024-09-11,"Cable Protection",23596,149822.79
2024-09-11,"Chassis NVH",11172,267175.14
2024-09-11,"Hoses & Bellows",15618,237367.07
2024-09-11,"Other Automotive",12346,108856.07
2024-09-11,"Powertrain Mounts",4911,287736.85
2024-09-11,"Sealing",77584,246486.61
2024-09-12,"Cable Protection",21466,142132.12
2024-09-12,"Chassis NVH",11731,278528.27
2024-09-12,"Hoses & Bellows",15986,237123.28
2024-09-12,"Other Automotive",11421,105901.1
2024-09-12,"Powertrain Mounts",4863,282217.13
2024-09-12,"Sealing",81661,259487.5
2024-09-13,"Cable Protection",20134,129922.27
2024-09-13,"Chassis NVH",10967,263645.11
2024-09-13,"Hoses & Bellows",13370,196677.12
2024-09-13,"Other Automotive",10913,96170.62
2024-09-13,"Powertrain Mounts",4311,249998.19
2024-09-13,"Sealing",75289,240578.48
2024-09-14,"Cable Protection",3761,24176.31
2024-09-14,"Chassis NVH",3471,83078.25
2024-09-14,"Hoses & Bellows",4572,66409.99
2024-09-14,"Other Automotive",2607,24210.92
2024-09-14,"Powertrain Mounts",1323,80158.67
2024-09-14,"Sealing",16334,51321.64
2024-09-15,"Cable Protection",2041,13508.09
2024-09-15,"Chassis NVH",2420,57259.22
2024-09-15,"Hoses & Bellows",3504,53720.89
2024-09-15,"Other Automotive",1697,15200.83
2024-09-15,"Powertrain Mounts",854,48987.32
2024-09-15,"Sealing",10115,31985.52
2024-09-16,"Cable Protection",21724,144958.96
2024-09-16,"Chassis NVH",10647,257465.23
2024-09-16,"Hoses & Bellows",15523,234452.49
2024-09-16,"Other Automotive",10951,96999.29
2024-09-16,"Powertrain Mounts",4589,261669.84
2024-09-16,"Sealing",77973,246280.42
2024-09-17,"Cable Protection",24008,162100.52
2024-09-17,"Chassis NVH",11416,272966.37
2024-09-17,"Hoses & Bellows",16589,249965.87
2024-09-17,"Other Automotive",12037,106906.05
2024-09-17,"Powertrain Mounts",4871,281566.36
2024-09-17,"Sealing",79527,255791.37
2024-09-18,"Cable Protection",23274,150933
2024-09-18,"Chassis NVH",11222,275171.38
2024-09-18,"Hoses & Bellows",16155,243811.4
2024-09-18,"Other Automotive",12296,113847.8
2024-09-18,"Powertrain Mounts",4789,276917.61
2024-09-18,"Sealing",88293,284548.74
2024-09-19,"Cable Protection",21428,136945.67
2024-09-19,"Chassis NVH",10922,266551.01
2024-09-19,"Hoses & Bellows",15574,235005.1
2024-09-19,"Other Automotive",11632,100989.53
2024-09-19,"Powertrain Mounts",4901,283674.34
2024-09-19,"Sealing",90097,285997.13
2024-09-20,"Cable Protection",20279,128257.09
2024-09-20,"Chassis NVH",9843,233227.12
2024-09-20,"Hoses & Bellows",15153,228499.69
2024-09-20,"Other Automotive",10929,96208.55
2024-09-20,"Powertrain Mounts",4374,253360.22
2024-09-20,"Sealing",79342,250379.74
2024-09-21,"Cable Protection",4078,26378.87
2024-09-21,"Chassis NVH",3094,76797.17
2024-09-21,"Hoses & Bellows",4613,70193.12
2024-09-21,"Other Automotive",2761,25169.49
2024-09-21,"Powertrain Mounts",1264,77187.99
2024-09-21,"Sealing",17712,57482.54
2024-09-22,"Cable Protection",1953,12709.47
2024-09-22,"Chassis NVH",2185,50986.46
2024-09-22,"Hoses & Bellows",3474,50625.07
2024-09-22,"Other Automotive",1768,15974.57
2024-09-22,"Powertrain Mounts",855,49571.17
2024-09-22,"Sealing",10691,34031.45
2024-09-23,"Cable Protection",21668,140778.6
